lat,lon
1.10208,111.4477
1.10208,111.4935
1.10208,111.5019
1.10208,111.6602
1.10208,111.6644
1.10208,111.6686
1.10208,111.7686
1.10208,111.7728
1.10208,111.7769
1.10208,111.7811
1.10208,111.877
1.10208,111.8811
1.10208,111.8853
1.10208,111.8895
1.10208,111.8936
1.10208,111.8978
1.10208,111.9019
1.10625,110.6852
1.10625,110.6894
1.10625,110.6936
1.10625,110.6977
1.10625,110.7019
1.10625,110.706
1.10625,110.7102
1.10625,110.7144
1.10625,110.7186
1.10625,110.7227
1.10625,110.7269
1.10625,110.7311
1.10625,110.7352
1.10625,110.7394
1.10625,110.7436
1.10625,110.7477
1.10625,110.7519
1.10625,110.7561
1.10625,110.7602
1.10625,110.7644
1.10625,110.7686
1.10625,110.7727
1.10625,110.7769
1.10625,110.7811
1.10625,110.7852
1.10625,110.7894
1.10625,110.7936
1.10625,110.7977
1.10625,110.8102
1.10625,110.8186
1.10625,110.8227
1.10625,110.8269
1.10625,110.8394
1.10625,110.8477
1.10625,110.8936
1.10625,110.8978
1.10625,110.9019
1.10625,110.9061
1.10625,110.9103
1.10625,110.9144
1.10625,110.9186
1.10625,110.9228
1.10625,110.9269
1.10625,110.9311
1.10625,110.9353
1.10625,110.9394
1.10625,110.9436
1.10625,110.9519
1.10625,110.9561
1.10625,110.9603
1.10625,110.9644
1.10625,110.9686
1.10625,111.0519
1.10625,111.0561
1.10625,111.0603
1.10625,111.0645
1.10625,111.0686
1.10625,111.0728
1.10625,111.077
1.10625,111.1311
1.10625,111.1353
1.10625,111.1395
1.10625,111.2437
1.10625,111.252
1.10625,111.2561
1.10625,111.2603
1.10625,111.2645
1.10625,111.2687
1.10625,111.2728
1.10625,111.2812
1.10625,111.2853
1.10625,111.2895
1.10625,111.2937
1.10625,111.2978
1.10625,111.302
1.10625,111.3062
1.10625,111.3103
1.10625,111.3145
1.10625,111.3187
1.10625,111.3228
1.10625,111.327
1.10625,111.3312
1.10625,111.3478
1.10625,111.352
1.10625,111.3562
1.10625,111.3603
1.10625,111.3645
1.10625,111.3687
1.10625,111.3728
1.10625,111.4312
1.10625,111.4353
1.10625,111.4395
1.10625,111.4437
1.10625,111.4687
1.10625,111.4729
1.10625,111.477
1.10625,111.4895
1.10625,111.4937
1.10625,111.502
1.10625,111.5062
1.10625,111.5395
1.10625,111.7646
1.10625,111.7688
1.10625,111.7729
1.10625,111.7771
1.10625,111.7813
1.10625,111.8813
1.10625,111.8854
1.10625,111.8896
1.10625,111.8938
1.10625,111.8979
1.10625,111.9021
1.11042,110.6812
1.11042,110.6854
1.11042,110.6895
1.11042,110.6937
1.11042,110.6979
1.11042,110.702
1.11042,110.7062
1.11042,110.7104
1.11042,110.7145
1.11042,110.7187
1.11042,110.7229
1.11042,110.727
1.11042,110.7312
1.11042,110.7354
1.11042,110.7395
1.11042,110.7437
1.11042,110.7479
1.11042,110.7521
1.11042,110.7562
1.11042,110.7604
1.11042,110.7645
1.11042,110.7687
1.11042,110.7729
1.11042,110.777
1.11042,110.7812
1.11042,110.7854
1.11042,110.7896
1.11042,110.7937
1.11042,110.8062
1.11042,110.8104
1.11042,110.8146
1.11042,110.8187
1.11042,110.8229
1.11042,110.8271
1.11042,110.8312
1.11042,110.8354
1.11042,110.8396
1.11042,110.8437
1.11042,110.8479
1.11042,110.9021
1.11042,110.9062
1.11042,110.9104
1.11042,110.9146
1.11042,110.9187
1.11042,110.9229
1.11042,110.9271
1.11042,110.9354
1.11042,110.9396
1.11042,110.9437
1.11042,110.9521
1.11042,110.9604
1.11042,110.9646
1.11042,110.9688
1.11042,110.9729
1.11042,110.9771
1.11042,111.0521
1.11042,111.0563
1.11042,111.0604
1.11042,111.0646
1.11042,111.0688
1.11042,111.0729
1.11042,111.0771
1.11042,111.0813
1.11042,111.1355
1.11042,111.248
1.11042,111.2521
1.11042,111.2563
1.11042,111.2605
1.11042,111.2646
1.11042,111.2688
1.11042,111.273
1.11042,111.2813
1.11042,111.2855
1.11042,111.2896
1.11042,111.2938
1.11042,111.298
1.11042,111.3021
1.11042,111.3063
1.11042,111.3105
1.11042,111.3147
1.11042,111.3188
1.11042,111.323
1.11042,111.3272
1.11042,111.3313
1.11042,111.3355
1.11042,111.348
1.11042,111.3522
1.11042,111.3563
1.11042,111.3605
1.11042,111.3647
1.11042,111.3688
1.11042,111.373
1.11042,111.3772
1.11042,111.4313
1.11042,111.4355
1.11042,111.4397
1.11042,111.4564
1.11042,111.4647
1.11042,111.4688
1.11042,111.473
1.11042,111.4814
1.11042,111.4855
1.11042,111.4897
1.11042,111.4939
1.11042,111.498
1.11042,111.5022
1.11042,111.5064
1.11042,111.7647
1.11042,111.7689
1.11042,111.7731
1.11042,111.7772
1.11042,111.7814
1.11042,111.7856
1.11042,111.8773
1.11042,111.8814
1.11042,111.8898
1.11042,111.8939
1.11042,111.8981
1.11042,111.9023
1.11458,110.6814
1.11458,110.6855
1.11458,110.6897
1.11458,110.6939
1.11458,110.698
1.11458,110.7022
1.11458,110.7064
1.11458,110.7105
1.11458,110.7147
1.11458,110.7189
1.11458,110.723
1.11458,110.7272
1.11458,110.7314
1.11458,110.7355
1.11458,110.7397
1.11458,110.7439
1.11458,110.748
1.11458,110.7522
1.11458,110.7564
1.11458,110.7605
1.11458,110.7647
1.11458,110.7689
1.11458,110.773
1.11458,110.7772
1.11458,110.7814
1.11458,110.7855
1.11458,110.7897
1.11458,110.7939
1.11458,110.8022
1.11458,110.8064
1.11458,110.8105
1.11458,110.8147
1.11458,110.8189
1.11458,110.8231
1.11458,110.8272
1.11458,110.8314
1.11458,110.8355
1.11458,110.8397
1.11458,110.8439
1.11458,110.9022
1.11458,110.9064
1.11458,110.9106
1.11458,110.9147
1.11458,110.9231
1.11458,110.9272
1.11458,110.9356
1.11458,110.9397
1.11458,110.9439
1.11458,110.9481
1.11458,110.9522
1.11458,110.9564
1.11458,110.9648
1.11458,110.9689
1.11458,111.0439
1.11458,111.0481
1.11458,111.0523
1.11458,111.0564
1.11458,111.0606
1.11458,111.0648
1.11458,111.0689
1.11458,111.0731
1.11458,111.0773
1.11458,111.2065
1.11458,111.2481
1.11458,111.2523
1.11458,111.2565
1.11458,111.2606
1.11458,111.2648
1.11458,111.269
1.11458,111.2731
1.11458,111.2773
1.11458,111.2815
1.11458,111.2856
1.11458,111.2898
1.11458,111.294
1.11458,111.2981
1.11458,111.3023
1.11458,111.3065
1.11458,111.3106
1.11458,111.3148
1.11458,111.319
1.11458,111.3232
1.11458,111.3273
1.11458,111.3315
1.11458,111.344
1.11458,111.3482
1.11458,111.3523
1.11458,111.3565
1.11458,111.3606
1.11458,111.3648
1.11458,111.369
1.11458,111.3732
1.11458,111.3773
1.11458,111.3815
1.11458,111.4565
1.11458,111.4607
1.11458,111.4648
1.11458,111.469
1.11458,111.4732
1.11458,111.4773
1.11458,111.4815
1.11458,111.4857
1.11458,111.4898
1.11458,111.494
1.11458,111.4982
1.11458,111.5023
1.11458,111.5065
1.11458,111.5107
1.11458,111.7649
1.11458,111.7691
1.11458,111.7732
1.11458,111.7774
1.11458,111.7816
1.11458,111.7857
1.11458,111.8774
1.11458,111.8816
1.11458,111.8857
1.11458,111.8899
1.11458,111.8941
1.11458,111.8983
1.11458,111.9024
1.11875,110.6815
1.11875,110.6857
1.11875,110.6898
1.11875,110.694
1.11875,110.6982
1.11875,110.7023
1.11875,110.7065
1.11875,110.7107
1.11875,110.7149
1.11875,110.719
1.11875,110.7232
1.11875,110.7274
1.11875,110.7315
1.11875,110.7357
1.11875,110.7399
1.11875,110.744
1.11875,110.7482
1.11875,110.7524
1.11875,110.7565
1.11875,110.7607
1.11875,110.7649
1.11875,110.769
1.11875,110.7732
1.11875,110.7774
1.11875,110.7815
1.11875,110.7857
1.11875,110.7899
1.11875,110.794
1.11875,110.7982
1.11875,110.8024
1.11875,110.8065
1.11875,110.8107
1.11875,110.8149
1.11875,110.819
1.11875,110.8232
1.11875,110.8274
1.11875,110.8315
1.11875,110.8357
1.11875,110.8399
1.11875,110.844
1.11875,110.9024
1.11875,110.9066
1.11875,110.9107
1.11875,110.9149
1.11875,110.9274
1.11875,110.9316
1.11875,110.9357
1.11875,110.9399
1.11875,110.9441
1.11875,110.9482
1.11875,110.9524
1.11875,110.9566
1.11875,110.9607
1.11875,110.9649
1.11875,110.9691
1.11875,111.0191
1.11875,111.0232
1.11875,111.0274
1.11875,111.0316
1.11875,111.0358
1.11875,111.0399
1.11875,111.0441
1.11875,111.0482
1.11875,111.0524
1.11875,111.0566
1.11875,111.0608
1.11875,111.0649
1.11875,111.0733
1.11875,111.0774
1.11875,111.2483
1.11875,111.2525
1.11875,111.2566
1.11875,111.2608
1.11875,111.265
1.11875,111.2691
1.11875,111.2733
1.11875,111.2775
1.11875,111.2816
1.11875,111.2858
1.11875,111.29
1.11875,111.2941
1.11875,111.2983
1.11875,111.3025
1.11875,111.3066
1.11875,111.3108
1.11875,111.315
1.11875,111.3191
1.11875,111.3233
1.11875,111.3275
1.11875,111.3316
1.11875,111.3441
1.11875,111.3483
1.11875,111.3525
1.11875,111.3566
1.11875,111.3608
1.11875,111.365
1.11875,111.3691
1.11875,111.3733
1.11875,111.3775
1.11875,111.3817
1.11875,111.3858
1.11875,111.3941
1.11875,111.4567
1.11875,111.4608
1.11875,111.465
1.11875,111.4692
1.11875,111.4858
1.11875,111.49
1.11875,111.4942
1.11875,111.4983
1.11875,111.5025
1.11875,111.5067
1.11875,111.5108
1.11875,111.7692
1.11875,111.7734
1.11875,111.7776
1.11875,111.7817
1.11875,111.7859
1.11875,111.7901
1.11875,111.8776
1.11875,111.8817
1.11875,111.8859
1.11875,111.8901
1.11875,111.8942
1.11875,111.8984
1.12292,110.6858
1.12292,110.69
1.12292,110.6942
1.12292,110.6983
1.12292,110.7025
1.12292,110.7067
1.12292,110.7108
1.12292,110.715
1.12292,110.7192
1.12292,110.7234
1.12292,110.7275
1.12292,110.7317
1.12292,110.7358
1.12292,110.74
1.12292,110.7442
1.12292,110.7484
1.12292,110.7525
1.12292,110.7567
1.12292,110.7608
1.12292,110.765
1.12292,110.7692
1.12292,110.7734
1.12292,110.7775
1.12292,110.7817
1.12292,110.7859
1.12292,110.79
1.12292,110.7942
1.12292,110.7984
1.12292,110.8025
1.12292,110.8067
1.12292,110.8109
1.12292,110.815
1.12292,110.8192
1.12292,110.8234
1.12292,110.8275
1.12292,110.8317
1.12292,110.8359
1.12292,110.84
1.12292,110.8442
1.12292,110.9025
1.12292,110.9067
1.12292,110.9109
1.12292,110.915
1.12292,110.9192
1.12292,110.9317
1.12292,110.9359
1.12292,110.9401
1.12292,110.9442
1.12292,110.9484
1.12292,110.9526
1.12292,110.9567
1.12292,110.9609
1.12292,110.9651
1.12292,111.0151
1.12292,111.0192
1.12292,111.0234
1.12292,111.0276
1.12292,111.0317
1.12292,111.0359
1.12292,111.0401
1.12292,111.0442
1.12292,111.0484
1.12292,111.0526
1.12292,111.0567
1.12292,111.0609
1.12292,111.0651
1.12292,111.0693
1.12292,111.0734
1.12292,111.2485
1.12292,111.2526
1.12292,111.2568
1.12292,111.2609
1.12292,111.2651
1.12292,111.2693
1.12292,111.2735
1.12292,111.2776
1.12292,111.2818
1.12292,111.286
1.12292,111.2901
1.12292,111.2943
1.12292,111.2985
1.12292,111.3026
1.12292,111.3068
1.12292,111.311
1.12292,111.3151
1.12292,111.3193
1.12292,111.3235
1.12292,111.3443
1.12292,111.3485
1.12292,111.3526
1.12292,111.3568
1.12292,111.361
1.12292,111.3651
1.12292,111.3693
1.12292,111.3735
1.12292,111.3776
1.12292,111.3818
1.12292,111.386
1.12292,111.3901
1.12292,111.3943
1.12292,111.3985
1.12292,111.4527
1.12292,111.4568
1.12292,111.461
1.12292,111.4652
1.12292,111.4693
1.12292,111.4735
1.12292,111.4777
1.12292,111.486
1.12292,111.4902
1.12292,111.4943
1.12292,111.4985
1.12292,111.5027
1.12292,111.5068
1.12292,111.7694
1.12292,111.7736
1.12292,111.7777
1.12292,111.7819
1.12292,111.786
1.12292,111.7902
1.12292,111.7944
1.12292,111.8736
1.12292,111.8777
1.12292,111.8819
1.12292,111.8861
1.12292,111.8902
1.12292,111.8944
1.12708,110.686
1.12708,110.6902
1.12708,110.6943
1.12708,110.6985
1.12708,110.7027
1.12708,110.7068
1.12708,110.711
1.12708,110.7152
1.12708,110.7193
1.12708,110.7235
1.12708,110.7277
1.12708,110.7318
1.12708,110.736
1.12708,110.7402
1.12708,110.7443
1.12708,110.7485
1.12708,110.7527
1.12708,110.7569
1.12708,110.761
1.12708,110.7652
1.12708,110.7693
1.12708,110.7735
1.12708,110.7777
1.12708,110.7819
1.12708,110.786
1.12708,110.7902
1.12708,110.7943
1.12708,110.7985
1.12708,110.8027
1.12708,110.8068
1.12708,110.811
1.12708,110.8152
1.12708,110.8194
1.12708,110.8235
1.12708,110.8277
1.12708,110.8319
1.12708,110.836
1.12708,110.8402
1.12708,110.9027
1.12708,110.9069
1.12708,110.911
1.12708,110.9152
1.12708,110.9361
1.12708,110.9402
1.12708,110.9444
1.12708,110.9485
1.12708,110.9569
1.12708,110.9611
1.12708,110.9652
1.12708,111.0152
1.12708,111.0277
1.12708,111.0319
1.12708,111.0361
1.12708,111.0402
1.12708,111.0444
1.12708,111.0486
1.12708,111.0527
1.12708,111.0569
1.12708,111.0611
1.12708,111.0652
1.12708,111.0694
1.12708,111.0736
1.12708,111.0777
1.12708,111.1319
1.12708,111.1361
1.12708,111.2111
1.12708,111.2486
1.12708,111.2528
1.12708,111.2569
1.12708,111.2611
1.12708,111.2653
1.12708,111.2694
1.12708,111.2736
1.12708,111.2778
1.12708,111.282
1.12708,111.2861
1.12708,111.2903
1.12708,111.2944
1.12708,111.2986
1.12708,111.3028
1.12708,111.307
1.12708,111.3111
1.12708,111.3153
1.12708,111.3361
1.12708,111.3403
1.12708,111.3445
1.12708,111.3486
1.12708,111.3528
1.12708,111.357
1.12708,111.3611
1.12708,111.3653
1.12708,111.3695
1.12708,111.3736
1.12708,111.3778
1.12708,111.382
1.12708,111.3861
1.12708,111.3903
1.12708,111.3945
1.12708,111.3986
1.12708,111.4528
1.12708,111.457
1.12708,111.4653
1.12708,111.4695
1.12708,111.4778
1.12708,111.482
1.12708,111.4862
1.12708,111.4903
1.12708,111.4945
1.12708,111.7612
1.12708,111.7654
1.12708,111.7695
1.12708,111.7737
1.12708,111.7779
1.12708,111.782
1.12708,111.7862
1.12708,111.7904
1.12708,111.8737
1.12708,111.8779
1.12708,111.8821
1.12708,111.8862
1.13125,110.682
1.13125,110.6862
1.13125,110.7153
1.13125,110.7195
1.13125,110.7237
1.13125,110.7278
1.13125,110.732
1.13125,110.7362
1.13125,110.7403
1.13125,110.7445
1.13125,110.7487
1.13125,110.7528
1.13125,110.757
1.13125,110.7612
1.13125,110.7653
1.13125,110.7695
1.13125,110.7737
