lat,lon
-3.83125,114.9214
-3.83125,114.9256
-3.83125,114.9423
-3.83125,114.9548
-3.83125,115.1302
-3.83125,115.1553
-3.83125,115.1636
-3.83125,115.1678
-3.83125,115.172
-3.83125,115.1887
-3.83125,115.41
-3.83125,115.4142
-3.83125,116.0949
-3.83125,116.099
-3.83125,116.1241
-3.83125,116.1283
-3.83125,116.1324
-3.83125,116.1366
-3.83125,116.1408
-3.83125,116.145
-3.83125,116.1575
-3.83125,116.1742
-3.83125,116.1784
-3.83125,116.1826
-3.83125,116.1909
-3.83125,116.1951
-3.83125,116.2285
-3.82708,114.9417
-3.82708,114.9501
-3.82708,115.1547
-3.82708,115.1589
-3.82708,115.1839
-3.82708,115.2591
-3.82708,115.4094
-3.82708,115.4136
-3.82708,116.0943
-3.82708,116.0985
-3.82708,116.1235
-3.82708,116.1277
-3.82708,116.1319
-3.82708,116.1361
-3.82708,116.1402
-3.82708,116.1862
-3.82708,116.1904
-3.82708,116.1945
-3.82708,116.1987
-3.82708,116.2572
-3.82292,114.937
-3.82292,114.9412
-3.82292,114.9454
-3.82292,114.9495
-3.82292,114.9537
-3.82292,114.9621
-3.82292,115.1542
-3.82292,115.1667
-3.82292,115.2126
-3.82292,115.4047
-3.82292,116.0937
-3.82292,116.0979
-3.82292,116.1063
-3.82292,116.1104
-3.82292,116.123
-3.82292,116.1272
-3.82292,116.1313
-3.82292,116.1898
-3.82292,116.194
-3.82292,116.1981
-3.82292,116.2483
-3.82292,116.2524
-3.82292,116.2566
-3.81875,114.9364
-3.81875,114.9448
-3.81875,114.949
-3.81875,114.9531
-3.81875,114.9573
-3.81875,114.9991
-3.81875,115.0033
-3.81875,115.1661
-3.81875,115.4083
-3.81875,115.4125
-3.81875,115.425
-3.81875,115.4292
-3.81875,115.4334
-3.81875,116.1057
-3.81875,116.1099
-3.81875,116.1141
-3.81875,116.1182
-3.81875,116.1851
-3.81875,116.1892
-3.81875,116.1934
-3.81875,116.1976
-3.81875,116.2018
-3.81875,116.2059
-3.81875,116.2226
-3.81875,116.2519
-3.81458,114.9317
-3.81458,114.9401
-3.81458,114.9442
-3.81458,114.9484
-3.81458,114.9526
-3.81458,114.9609
-3.81458,114.9693
-3.81458,114.9735
-3.81458,114.9985
-3.81458,115.0027
-3.81458,115.4036
-3.81458,116.1051
-3.81458,116.1093
-3.81458,116.1135
-3.81458,116.1177
-3.81458,116.1803
-3.81458,116.1845
-3.81458,116.1887
-3.81458,116.1928
-3.81458,116.197
-3.81458,116.2012
-3.81458,116.2054
-3.81458,116.243
-3.81458,116.2471
-3.81458,116.2513
-3.81458,116.2555
-3.81042,114.6555
-3.81042,114.6597
-3.81042,114.9312
-3.81042,114.9353
-3.81042,114.9395
-3.81042,114.9437
-3.81042,114.9479
-3.81042,114.9646
-3.81042,114.9687
-3.81042,115.1525
-3.81042,116.092
-3.81042,116.1046
-3.81042,116.1087
-3.81042,116.1129
-3.81042,116.163
-3.81042,116.1797
-3.81042,116.1839
-3.81042,116.1881
-3.81042,116.1923
-3.81042,116.1964
-3.81042,116.2006
-3.81042,116.2048
-3.81042,116.209
-3.81042,116.2215
-3.81042,116.2424
-3.81042,116.2507
-3.81042,116.2549
-3.80625,114.6508
-3.80625,114.655
-3.80625,114.6592
-3.80625,114.6633
-3.80625,114.7051
-3.80625,114.9306
-3.80625,114.9431
-3.80625,114.9473
-3.80625,114.9515
-3.80625,114.9598
-3.80625,114.964
-3.80625,114.9682
-3.80625,114.9724
-3.80625,114.9765
-3.80625,114.9807
-3.80625,115.1937
-3.80625,115.1979
-3.80625,116.0915
-3.80625,116.0957
-3.80625,116.1291
-3.80625,116.1625
-3.80625,116.1666
-3.80625,116.1708
-3.80625,116.1792
-3.80625,116.1834
-3.80625,116.1917
-3.80625,116.1959
-3.80625,116.2001
-3.80625,116.2042
-3.80625,116.2084
-3.80625,116.2418
-3.80625,116.246
-3.80625,116.2502
-3.80625,116.2543
-3.80208,114.6503
-3.80208,114.6544
-3.80208,114.6586
-3.80208,114.6628
-3.80208,114.667
-3.80208,114.6711
-3.80208,114.6962
-3.80208,114.7004
-3.80208,114.7045
-3.80208,114.9133
-3.80208,114.9384
-3.80208,114.9426
-3.80208,114.9467
-3.80208,114.9509
-3.80208,114.9551
-3.80208,114.9634
-3.80208,114.9676
-3.80208,114.9718
-3.80208,114.976
-3.80208,114.9843
-3.80208,115.0804
-3.80208,115.0845
-3.80208,115.1597
-3.80208,115.1889
-3.80208,115.4771
-3.80208,116.0909
-3.80208,116.0951
-3.80208,116.0993
-3.80208,116.1285
-3.80208,116.1661
-3.80208,116.1828
-3.80208,116.187
-3.80208,116.1911
-3.80208,116.1953
-3.80208,116.1995
-3.80208,116.2037
-3.80208,116.2078
-3.80208,116.2496
-3.80208,116.2538
-3.79792,114.6205
-3.79792,114.6246
-3.79792,114.6497
-3.79792,114.6539
-3.79792,114.6581
-3.79792,114.6622
-3.79792,114.6664
-3.79792,114.6706
-3.79792,114.9086
-3.79792,114.9128
-3.79792,114.917
-3.79792,114.9211
-3.79792,114.9253
-3.79792,114.9295
-3.79792,114.9337
-3.79792,114.9378
-3.79792,114.942
-3.79792,114.9462
-3.79792,114.9504
-3.79792,114.9545
-3.79792,115.0046
-3.79792,115.0756
-3.79792,115.084
-3.79792,115.1633
-3.79792,115.1926
-3.79792,115.3638
-3.79792,115.3805
-3.79792,115.3847
-3.79792,116.0904
-3.79792,116.0945
-3.79792,116.1739
-3.79792,116.1781
-3.79792,116.1864
-3.79792,116.1906
-3.79792,116.1948
-3.79792,116.2031
-3.79792,116.2073
-3.79792,116.249
-3.79792,116.2532
-3.79375,114.6199
-3.79375,114.6241
-3.79375,114.6533
-3.79375,114.6575
-3.79375,114.6617
-3.79375,114.8746
-3.79375,114.8788
-3.79375,114.9164
-3.79375,114.9206
-3.79375,114.9248
-3.79375,114.9289
-3.79375,114.9331
-3.79375,114.9373
-3.79375,114.9415
-3.79375,114.9456
-3.79375,114.9498
-3.79375,114.954
-3.79375,115.0751
-3.79375,115.0793
-3.79375,115.1878
-3.79375,115.3549
-3.79375,115.359
-3.79375,115.4843
-3.79375,115.4885
-3.79375,116.0898
-3.79375,116.094
-3.79375,116.0982
-3.79375,116.1023
-3.79375,116.119
-3.79375,116.1274
-3.79375,116.1399
-3.79375,116.1733
-3.79375,116.1775
-3.79375,116.1817
-3.79375,116.1859
-3.79375,116.19
-3.79375,116.1942
-3.79375,116.1984
-3.78958,114.6152
-3.78958,114.6653
-3.78958,114.6695
-3.78958,114.6737
-3.78958,114.8699
-3.78958,114.8741
-3.78958,114.8783
-3.78958,114.9242
-3.78958,114.9284
-3.78958,114.9325
-3.78958,114.9367
-3.78958,114.9409
-3.78958,114.9451
-3.78958,114.9492
-3.78958,114.9534
-3.78958,115.0745
-3.78958,115.0787
-3.78958,115.0871
-3.78958,115.1873
-3.78958,115.3459
-3.78958,115.3501
-3.78958,115.3543
-3.78958,115.3585
-3.78958,115.3627
-3.78958,115.3668
-3.78958,115.371
-3.78958,115.3752
-3.78958,115.3794
-3.78958,115.3835
-3.78958,115.4587
-3.78958,115.4629
-3.78958,115.467
-3.78958,116.0892
-3.78958,116.0934
-3.78958,116.0976
-3.78958,116.1018
-3.78958,116.1059
-3.78958,116.1185
-3.78958,116.1227
-3.78958,116.1769
-3.78958,116.1811
-3.78958,116.1853
-3.78958,116.2354
-3.78542,114.6105
-3.78542,114.6188
-3.78542,114.6647
-3.78542,114.6689
-3.78542,114.6731
-3.78542,114.6814
-3.78542,114.8694
-3.78542,114.9237
-3.78542,114.9278
-3.78542,115.074
-3.78542,115.0781
-3.78542,115.0823
-3.78542,115.1825
-3.78542,115.1867
-3.78542,115.1909
-3.78542,115.3454
-3.78542,115.3496
-3.78542,115.3538
-3.78542,115.3579
-3.78542,115.3621
-3.78542,115.3663
-3.78542,115.3705
-3.78542,115.3746
-3.78542,115.4456
-3.78542,115.4498
-3.78542,115.454
-3.78542,115.4581
-3.78542,115.4665
-3.78542,116.0887
-3.78542,116.0929
-3.78542,116.097
-3.78542,116.1012
-3.78542,116.1054
-3.78542,116.1137
-3.78542,116.1179
-3.78542,116.1221
-3.78542,116.1263
-3.78542,116.2307
-3.78125,114.6141
-3.78125,114.6642
-3.78125,114.6725
-3.78125,114.6809
-3.78125,114.7477
-3.78125,114.7519
-3.78125,115.0024
-3.78125,115.1778
-3.78125,115.1862
-3.78125,115.1903
-3.78125,115.1945
-3.78125,115.3448
-3.78125,115.349
-3.78125,115.3532
-3.78125,115.3657
-3.78125,115.3699
-3.78125,115.3741
-3.78125,115.4409
-3.78125,115.4451
-3.78125,115.4492
-3.78125,115.4576
-3.78125,115.5035
-3.78125,115.5077
-3.78125,116.0881
-3.78125,116.109
-3.78125,116.1132
-3.78125,116.1174
-3.78125,116.1215
-3.78125,116.1257
-3.78125,116.2176
-3.78125,116.2217
-3.78125,116.2259
-3.78125,116.2301
-3.77708,114.6135
-3.77708,114.6177
-3.77708,114.6636
-3.77708,114.6678
-3.77708,115.1898
-3.77708,115.194
-3.77708,115.3443
-3.77708,115.3485
-3.77708,115.3526
-3.77708,115.3568
-3.77708,115.361
-3.77708,115.3652
-3.77708,115.3693
-3.77708,115.3735
-3.77708,115.5155
-3.77708,115.528
-3.77708,116.1001
-3.77708,116.1085
-3.77708,116.1126
-3.77708,116.1168
-3.77708,116.121
-3.77708,116.1252
-3.77708,116.1293
-3.77708,116.1878
-3.77708,116.192
-3.77708,116.1961
-3.77708,116.2212
-3.77708,116.2254
-3.77708,116.2296
-3.77292,114.613
-3.77292,114.6631
-3.77292,114.6673
-3.77292,114.6714
-3.77292,114.7299
-3.77292,115.16
-3.77292,115.1892
-3.77292,115.1934
-3.77292,115.3437
-3.77292,115.3479
-3.77292,115.3521
-3.77292,115.3604
-3.77292,116.0954
-3.77292,116.0995
-3.77292,116.1037
-3.77292,116.1079
-3.77292,116.1121
-3.77292,116.1162
-3.77292,116.1204
-3.77292,116.1246
-3.77292,116.1288
-3.77292,116.1371
-3.77292,116.1872
-3.76875,114.6124
-3.76875,114.6584
-3.76875,114.6625
-3.76875,114.6667
-3.76875,114.6709
-3.76875,114.6751
-3.76875,114.721
-3.76875,114.7294
-3.76875,114.7335
-3.76875,114.8129
-3.76875,115.1344
-3.76875,115.1386
-3.76875,115.1762
-3.76875,115.197
-3.76875,115.3474
-3.76875,115.3557
-3.76875,115.3641
-3.76875,115.506
-3.76875,115.5102
-3.76875,115.5144
-3.76875,115.5186
-3.76875,115.5269
-3.76875,115.5311
-3.76875,115.5353
-3.76875,116.0948
-3.76875,116.099
-3.76875,116.1032
-3.76875,116.1073
-3.76875,116.1115
-3.76875,116.1199
-3.76875,116.124
-3.76875,116.1324
-3.76875,116.1783
-3.76875,116.1825
-3.76875,116.2159
-3.76875,116.2243
-3.76458,114.6578
-3.76458,114.662
-3.76458,114.6662
-3.76458,114.6703
-3.76458,114.7205
-3.76458,114.7246
-3.76458,114.7288
-3.76458,114.804
-3.76458,114.8081
-3.76458,115.1339
-3.76458,115.138
-3.76458,115.1464
-3.76458,115.1589
-3.76458,115.1631
-3.76458,115.1714
-3.76458,115.1798
-3.76458,115.3301
-3.76458,115.3343
-3.76458,115.3426
-3.76458,115.3468
-3.76458,115.351
-3.76458,115.3552
-3.76458,115.3593
-3.76458,115.3635
-3.76458,115.376
-3.76458,115.5055
-3.76458,115.5097
-3.76458,115.5138
-3.76458,115.5264
-3.76458,115.5305
-3.76458,115.5347
-3.76458,116.0943
-3.76458,116.1026
-3.76458,116.1068
-3.76458,116.111
-3.76458,116.1193
-3.76458,116.1235
-3.76458,116.1277
-3.76458,116.1318
-3.76458,116.136
-3.76458,116.1778
-3.76458,116.1819
-3.76458,116.1861
-3.76042,114.6573
-3.76042,114.6615
-3.76042,114.6656
-3.76042,114.6698
-3.76042,114.7992
-3.76042,114.8034
-3.76042,114.9496
-3.76042,114.9537
-3.76042,114.9579
-3.76042,114.9621
-3.76042,115.1124
-3.76042,115.1667
-3.76042,115.1792
-3.76042,115.1834
-3.76042,115.1918
-3.76042,115.3296
-3.76042,115.3337
-3.76042,115.3421
-3.76042,115.3463
-3.76042,115.3546
-3.76042,115.363
-3.76042,115.3713
-3.76042,115.3755
-3.76042,115.3797
-3.76042,115.5091
-3.76042,115.5258
-3.76042,116.0895
-3.76042,116.0937
-3.76042,116.0979
-3.76042,116.1021
-3.76042,116.1062
-3.76042,116.1104
-3.76042,116.1229
-3.76042,116.1271
-3.76042,116.1313
-3.76042,116.1355
-3.76042,116.1396
-3.76042,116.1772
-3.75625,114.615
-3.75625,114.6191
-3.75625,114.6567
-3.75625,114.6609
-3.75625,114.6651
-3.75625,114.7444
-3.75625,114.9574
-3.75625,114.9615
-3.75625,114.9657
-3.75625,115.091
-3.75625,115.0952
-3.75625,115.1077
-3.75625,115.1119
-3.75625,115.1495
-3.75625,115.1578
-3.75625,115.162
-3.75625,115.1662
-3.75625,115.1703
-3.75625,115.1745
-3.75625,115.1787
-3.75625,115.187
-3.75625,115.1912
-3.75625,115.1954
-3.75625,115.2037
-3.75625,115.2079
-3.75625,115.3332
-3.75625,115.3373
-3.75625,115.3541
-3.75625,115.3624
-3.75625,115.3666
-3.75625,115.4042
-3.75625,115.4083
-3.75625,115.5211
-3.75625,115.5253
-3.75625,116.0848
-3.75625,116.089
-3.75625,116.0931
-3.75625,116.0973
-3.75625,116.1015
-3.75625,116.1057
-3.75625,116.1432
-3.75208,114.6144
-3.75208,114.6186
-3.75208,114.6562
-3.75208,114.6645
-3.75208,114.6687
-3.75208,114.7397
-3.75208,114.8065
-3.75208,114.9568
-3.75208,114.961
-3.75208,114.9652
-3.75208,115.0988
-3.75208,115.1113
-3.75208,115.1155
-3.75208,115.1531
-3.75208,115.1614
-3.75208,115.1698
-3.75208,115.174
-3.75208,115.1781
-3.75208,115.1823
-3.75208,115.1865
-3.75208,115.1907
-3.75208,115.1948
-3.75208,115.2074
-3.75208,115.2115
-3.75208,115.2282
-3.75208,115.3535
-3.75208,115.3577
-3.75208,115.3619
-3.75208,115.366
-3.75208,116.0842
-3.75208,116.0884
-3.75208,116.0926
-3.75208,116.1009
-3.75208,116.1051
-3.75208,116.1093
-3.75208,116.1427
-3.75208,116.1469
-3.75208,116.2471
-3.74792,114.6139
-3.74792,114.618
-3.74792,114.6598
-3.74792,114.664
-3.74792,114.8018
-3.74792,114.9646
-3.74792,115.1818
-3.74792,115.1859
-3.74792,115.1901
-3.74792,115.1943
-3.74792,115.1985
-3.74792,115.2152
-3.74792,115.2235
-3.74792,115.2277
-3.74792,115.2903
-3.74792,115.2945
-3.74792,115.2987
-3.74792,115.3028
-3.74792,115.307
-3.74792,116.0837
-3.74792,116.0879
-3.74792,116.092
-3.74792,116.0962
-3.74792,116.1004
-3.74792,116.1046
-3.74792,116.2173
-3.74792,116.2465
-3.74375,114.6217
-3.74375,114.6634
-3.74375,115.1937
-3.74375,115.1979
-3.74375,115.2146
-3.74375,115.2188
-3.74375,115.223
-3.74375,115.2271
-3.74375,115.294
-3.74375,115.2981
-3.74375,115.3023
-3.74375,115.3482
-3.74375,115.3524
-3.74375,115.3942
-3.74375,116.0873
-3.74375,116.0915
-3.74375,116.0957
-3.74375,116.0998
-3.74375,116.104
-3.74375,116.2418
-3.73958,114.6211
-3.73958,114.6253
-3.73958,114.6462
-3.73958,114.6629
-3.73958,114.6671
-3.73958,115.2099
-3.73958,115.2141
-3.73958,115.2182
-3.73958,115.2224
-3.73958,115.2266
-3.73958,115.2308
-3.73958,115.2349
-3.73958,115.2391
-3.73958,115.2433
-3.73958,115.2558
-3.73958,115.26
-3.73958,115.2934
-3.73958,115.2976
-3.73958,115.3018
-3.73958,115.3059
-3.73958,115.3143
-3.73958,115.3185
-3.73958,115.331
-3.73958,115.3352
-3.73958,115.3393
-3.73958,115.3435
-3.73958,115.3477
-3.73958,115.3519
-3.73958,116.0909
-3.73958,116.0951
-3.73958,116.0993
-3.73542,114.6456
-3.73542,114.6498
-3.73542,114.654
-3.73542,114.6582
-3.73542,114.6624
-3.73542,114.6665
-3.73542,115.2219
-3.73542,115.226
-3.73542,115.2344
-3.73542,115.2386
-3.73542,115.2428
-3.73542,115.2553
-3.73542,115.2636
-3.73542,115.2678
-3.73542,115.2887
-3.73542,115.2928
-3.73542,115.3012
-3.73542,115.3137
-3.73542,115.3179
-3.73542,115.3304
-3.73542,115.3346
-3.73542,115.3388
-3.73542,115.343
-3.73542,115.3471
-3.73542,115.3513
-3.73542,115.3555
-3.73542,115.3597
-3.73125,114.6242
-3.73125,114.6451
-3.73125,114.6493
-3.73125,114.6535
-3.73125,114.6576
-3.73125,114.6618
-3.73125,114.666
-3.73125,114.6702
-3.73125,115.2464
-3.73125,115.2505
-3.73125,115.2631
-3.73125,115.2673
-3.73125,115.2714
-3.73125,115.3007
-3.73125,115.3048
-3.73125,115.309
-3.73125,115.3132
-3.73125,115.3174
-3.73125,115.3215
-3.73125,115.3257
-3.73125,115.3299
-3.73125,115.3341
-3.73125,115.3382
-3.73125,115.3424
-3.73125,115.3466
-3.73125,115.3508
-3.73125,115.3549
-3.73125,115.4218
-3.73125,116.0856
-3.73125,116.0898
-3.73125,116.094
-3.73125,116.1065
-3.73125,116.1107
-3.73125,116.1149
-3.72708,114.6279
-3.72708,114.6404
-3.72708,114.6446
-3.72708,114.6487
-3.72708,114.6529
-3.72708,114.6571
-3.72708,114.6613
-3.72708,114.6654
-3.72708,115.2583
-3.72708,115.2625
-3.72708,115.3126
-3.72708,115.3168
-3.72708,115.321
-3.72708,115.3293
-3.72708,115.3377
-3.72708,115.346
-3.72708,115.3502
-3.72708,115.3544
-3.72708,115.4128
-3.72708,115.417
-3.72708,116.0809
-3.72708,116.0851
-3.72708,116.0893
-3.72708,116.0935
-3.72708,116.106
-3.72708,116.1102
-3.72708,116.1519
-3.72292,114.6273
-3.72292,114.6315
-3.72292,114.6357
-3.72292,114.6398
-3.72292,114.644
-3.72292,114.6482
-3.72292,114.6524
-3.72292,115.1701
-3.72292,115.1743
-3.72292,115.1785
-3.72292,115.1826
-3.72292,115.1868
-3.72292,115.191
-3.72292,115.2077
-3.72292,115.2119
-3.72292,115.216
-3.72292,115.333
-3.72292,115.3371
-3.72292,115.3455
-3.72292,115.3497
-3.72292,115.404
-3.72292,115.4081
-3.72292,115.4123
-3.72292,115.4248
-3.72292,116.0845
-3.72292,116.0887
-3.72292,116.0929
-3.72292,116.0971
-3.72292,116.1054
-3.71875,114.6268
-3.71875,114.6309
